Customer_ID,Customer_Name,City,Account_Type,Open_Date,Balance,Deposit_Amount,Withdrawal_Amount,Loan_Amount,Credit_Score
371,Customer_371,Patna,Current,22-01-2024,127371,87747,51586,300000,598
372,Customer_372,Delhi,Current,25-02-2024,91343,69111,994,100000,762
373,Customer_373,Patna,Current,15-05-2024,451775,30892,49067,300000,574
374,Customer_374,Noida,Savings,02-06-2025,239274,16937,68571,100000,610
375,Customer_375,Patna,Savings,08-09-2024,334276,83825,16324,0,737
376,Customer_376,Patna,Savings,13-05-2024,79884,37776,3244,200000,584
377,Customer_377,Lucknow,Savings,26-08-2025,226972,12039,61576,50000,825
378,Customer_378,Lucknow,Current,21-11-2025,371562,51586,78908,50000,817
379,Customer_379,Patna,Savings,23-01-2025,251395,96177,41579,0,657
380,Customer_380,Delhi,Savings,29-08-2025,321310,91442,48406,100000,604
381,Customer_381,Delhi,Savings,19-07-2024,59243,90393,77447,300000,771
382,Customer_382,Lucknow,Savings,28-08-2024,48951,40287,63906,300000,769
383,Customer_383,Jaipur,Savings,27-07-2025,157358,51384,5360,100000,867
384,Customer_384,Noida,Current,04-05-2025,230578,28690,35208,200000,823
385,Customer_385,Jaipur,Current,26-02-2024,141971,67328,22781,200000,701
386,Customer_386,Lucknow,Current,22-08-2025,310280,23932,42071,200000,900
387,Customer_387,Jaipur,Savings,27-07-2025,313932,52223,62574,100000,558
388,Customer_388,Noida,Current,05-03-2024,78508,64691,15177,100000,827
389,Customer_389,Mumbai,Current,06-11-2024,73634,14002,65777,0,778
390,Customer_390,Lucknow,Current,25-04-2025,383541,74676,42695,50000,557
391,Customer_391,Patna,Current,04-07-2025,106645,35215,8490,0,881
392,Customer_392,Lucknow,Current,29-09-2024,381040,65784,2838,0,600
393,Customer_393,Patna,Savings,25-11-2024,318427,81233,75081,300000,805
394,Customer_394,Mumbai,Savings,26-06-2025,181219,77204,5725,0,865
395,Customer_395,Lucknow,Current,29-04-2024,423759,5598,15373,50000,632
396,Customer_396,Delhi,Current,30-06-2025,79738,29875,28484,300000,772
397,Customer_397,Lucknow,Savings,30-09-2024,323188,17654,37475,0,855
398,Customer_398,Lucknow,Current,28-09-2024,30808,2852,56605,200000,766
399,Customer_399,Mumbai,Savings,22-03-2025,441669,8899,24282,200000,762
400,Customer_400,Mumbai,Savings,29-12-2024,494214,46527,67061,50000,667
401,Customer_401,Noida,Savings,01-03-2024,192646,8782,58517,50000,681
402,Customer_402,Patna,Savings,07-06-2024,363247,92353,68282,200000,900
403,Customer_403,Noida,Current,18-09-2025,1963,61887,40918,50000,617
404,Customer_404,Patna,Current,13-10-2025,200517,86857,4588,300000,562
405,Customer_405,Noida,Current,14-05-2024,122427,64646,12987,50000,814
406,Customer_406,Patna,Savings,07-12-2024,52567,32615,31783,50000,804
407,Customer_407,Jaipur,Current,02-01-2025,371583,84302,77954,200000,833
408,Customer_408,Jaipur,Current,07-03-2025,439924,98942,3122,50000,767
409,Customer_409,Lucknow,Current,10-05-2024,32798,38335,50939,0,653
410,Customer_410,Patna,Current,04-09-2025,143300,62755,78043,300000,604
411,Customer_411,Jaipur,Current,29-11-2024,411317,20057,73559,0,837
412,Customer_412,Patna,Current,07-11-2025,385428,12721,48595,0,695
413,Customer_413,Jaipur,Current,22-05-2024,422047,11097,53259,0,795
414,Customer_414,Patna,Current,19-08-2025,377847,17032,73410,50000,810
415,Customer_415,Lucknow,Savings,29-01-2024,198125,8106,53810,50000,894
416,Customer_416,Noida,Savings,10-02-2024,473441,59545,10982,100000,571
417,Customer_417,Noida,Current,10-03-2024,39388,5943,76636,100000,596
418,Customer_418,Noida,Savings,04-07-2025,247725,81361,46867,100000,819
419,Customer_419,Mumbai,Savings,12-09-2024,172614,79037,30497,100000,706
420,Customer_420,Lucknow,Savings,03-07-2025,170219,93581,39557,200000,679
421,Customer_421,Mumbai,Savings,04-11-2025,412520,30172,19340,0,682
422,Customer_422,Lucknow,Savings,12-02-2025,107208,18052,21625,100000,747
423,Customer_423,Mumbai,Current,04-08-2024,84010,5070,58421,0,709
424,Customer_424,Lucknow,Current,13-08-2024,379228,83526,37968,100000,592
425,Customer_425,Lucknow,Current,11-03-2024,37938,30264,15704,300000,784
426,Customer_426,Patna,Savings,11-01-2024,316076,21969,60052,50000,557
427,Customer_427,Lucknow,Current,06-09-2024,162370,28072,68027,100000,685
428,Customer_428,Delhi,Savings,23-12-2024,140286,37681,6229,200000,571
429,Customer_429,Jaipur,Current,30-07-2024,41324,41375,59264,0,676
430,Customer_430,Delhi,Savings,20-11-2025,457009,14558,25305,50000,869
431,Customer_431,Patna,Savings,02-09-2025,360683,87603,3380,300000,666
432,Customer_432,Mumbai,Savings,01-05-2025,91629,69747,1158,0,558
433,Customer_433,Lucknow,Current,20-05-2024,168939,75585,11102,50000,753
434,Customer_434,Noida,Current,09-01-2024,286100,36662,46126,200000,821
435,Customer_435,Delhi,Savings,25-06-2025,280590,61008,36561,200000,838
436,Customer_436,Lucknow,Savings,07-02-2025,70785,80971,27298,300000,576
437,Customer_437,Patna,Savings,20-11-2024,76895,28686,41766,200000,853
438,Customer_438,Jaipur,Savings,01-05-2025,437176,65874,8511,50000,834
439,Customer_439,Noida,Savings,24-02-2025,287220,51067,71342,50000,649
440,Customer_440,Lucknow,Savings,07-11-2024,371339,49845,39265,300000,686
441,Customer_441,Mumbai,Savings,14-07-2024,281929,68271,69937,0,657
442,Customer_442,Noida,Savings,06-05-2025,87351,6896,52766,50000,600
443,Customer_443,Patna,Savings,10-02-2024,372256,76959,56372,50000,839
444,Customer_444,Jaipur,Current,24-04-2025,426901,86583,14129,50000,582
445,Customer_445,Patna,Current,10-05-2024,178156,66334,62238,200000,848
446,Customer_446,Patna,Current,11-09-2024,444875,58074,34058,200000,839
447,Customer_447,Mumbai,Current,22-08-2024,198775,81347,13927,0,563
448,Customer_448,Delhi,Current,05-03-2025,459911,76839,64766,0,870
449,Customer_449,Noida,Savings,25-10-2025,401640,30699,59592,100000,896
450,Customer_450,Lucknow,Current,07-02-2024,146066,77255,68679,50000,842
451,Customer_451,Jaipur,Current,20-06-2024,226360,90107,40842,50000,800
452,Customer_452,Delhi,Current,27-01-2025,15523,65700,33389,100000,562
453,Customer_453,Jaipur,Savings,02-08-2025,45282,42547,67434,50000,700
454,Customer_454,Patna,Current,23-03-2024,90357,59702,48755,200000,890
455,Customer_455,Patna,Savings,10-11-2025,444757,13470,73753,0,580
456,Customer_456,Noida,Savings,20-01-2024,147146,4770,35224,300000,794
457,Customer_457,Delhi,Current,24-09-2025,377180,89310,44222,100000,671
458,Customer_458,Delhi,Current,19-08-2024,182315,96340,7584,300000,651
459,Customer_459,Delhi,Current,07-02-2025,81262,23502,30405,0,639
460,Customer_460,Lucknow,Savings,23-11-2024,3458,59530,70568,0,766
461,Customer_461,Patna,Savings,15-08-2024,428318,33719,68042,0,859
462,Customer_462,Patna,Current,21-01-2025,216235,52224,67027,200000,722
463,Customer_463,Patna,Current,01-08-2025,486253,3134,10262,50000,770
464,Customer_464,Lucknow,Savings,13-06-2024,438936,71212,66691,100000,761
465,Customer_465,Patna,Current,07-05-2025,150721,45523,59858,100000,672
466,Customer_466,Mumbai,Current,02-01-2025,285259,71395,69612,0,886
467,Customer_467,Mumbai,Current,15-03-2024,139046,92930,51094,300000,679
468,Customer_468,Delhi,Savings,17-05-2025,9236,20886,63376,50000,607
469,Customer_469,Delhi,Current,28-01-2025,30771,22620,8934,300000,885
470,Customer_470,Noida,Savings,24-04-2025,412732,3274,7588,300000,791
471,Customer_471,Patna,Savings,19-10-2025,109981,46629,78052,100000,713
472,Customer_472,Noida,Savings,26-01-2025,491919,85690,50996,50000,775
473,Customer_473,Jaipur,Current,28-07-2025,184235,56018,56540,300000,686
474,Customer_474,Noida,Current,10-07-2024,80091,6926,43297,0,873
475,Customer_475,Mumbai,Savings,30-08-2025,416810,41670,75483,0,822
476,Customer_476,Noida,Savings,28-07-2024,251221,92336,30558,50000,703
477,Customer_477,Jaipur,Current,24-06-2024,446407,98205,18127,200000,800
478,Customer_478,Delhi,Savings,25-12-2024,370056,4467,69759,100000,677
479,Customer_479,Lucknow,Current,08-06-2024,112922,51931,58151,200000,855
480,Customer_480,Delhi,Savings,12-12-2024,486273,63172,44653,50000,834
481,Customer_481,Delhi,Savings,26-04-2025,497870,23090,11905,0,643
482,Customer_482,Patna,Current,12-10-2024,102838,94411,60367,100000,835
483,Customer_483,Patna,Savings,28-01-2025,456622,13813,51811,0,710
484,Customer_484,Jaipur,Current,17-05-2024,360602,79122,3479,0,698
485,Customer_485,Jaipur,Current,19-12-2024,405248,86223,2212,100000,849
486,Customer_486,Jaipur,Current,11-01-2024,400526,69812,41387,0,848
487,Customer_487,Patna,Current,30-11-2025,235162,89977,12759,0,839
488,Customer_488,Patna,Current,18-01-2024,7033,73012,78072,50000,757
489,Customer_489,Jaipur,Current,11-02-2024,76060,37423,67689,50000,841
490,Customer_490,Lucknow,Current,25-04-2025,380097,38495,76385,0,750
491,Customer_491,Mumbai,Current,06-07-2025,493964,77778,54004,50000,782
492,Customer_492,Lucknow,Savings,06-02-2025,303720,72898,16463,300000,851
493,Customer_493,Patna,Savings,22-09-2025,207007,34143,51357,100000,631
494,Customer_494,Noida,Savings,10-10-2025,491753,35236,50884,100000,554
495,Customer_495,Patna,Savings,02-05-2024,438012,88054,14007,200000,673
496,Customer_496,Delhi,Savings,31-08-2024,22771,29469,10476,0,846
497,Customer_497,Patna,Savings,04-11-2025,60791,5743,33063,100000,608
498,Customer_498,Mumbai,Current,21-02-2024,442778,51056,29293,50000,730
499,Customer_499,Jaipur,Savings,11-09-2025,209693,67171,74068,100000,821
500,Customer_500,Delhi,Current,13-03-2024,488992,82439,6526,0,780
